Summary Orientations,,,,,,,,Core Orientations,,,,,,,,,,,,,,,,,,,,,,,,Block Orientations,,,,,,,,,,,,,,,,,,,,,,,
site,specimen,old_mag_core_strike,old_core_dip,new_mag_core_strike,new_core_dip,strike_correction,dip_correction,specimen,sample_name,comment,strat_level,magnetic_core_strike,core_dip,bedding_strike,bedding_dip,correct_bedding_using_local_dec,shadow_angle,GMT_offset,year,month,days,hours,minutes,mass,runs,sun_core_strike,calculated_IGRF,IGRF_local_dec,calculated_mag_dec,core_strike,corrected_bedding_strike,specimen,sample_name,comment,strat_level,magnetic_block_strike,block_dip,bedding_strike,bedding_dip,correct_bedding_using_local_dec,block_shadow_angle,GMT_offset,year,month,days,hours,minutes,mass,runs,sun_block_strike,calculated_IGRF,IGRF_local_dec,calculated_mag_dec_block,block_strike,corrected_bedding_strike
PKSF,PKSF-9I,54,28,53,28,-1,0,PKSF-9I,9,sun compass orientation,0,54,28,0,0,no,345.5,7,2024,3,13,14,33,1,nan,53,[np.float64(358.6743507712512); np.float64(19.485503172158154); np.float64(43094.65866110612)],-1.325649229,-1,53,nan,PKSF-9I,,,,,,,,,,,,,,,,,,,,,,,
PKSF,PKSF-9J,54,28,53,28,-1,0,PKSF-9J,9,sun compass orientation,0,54,28,0,0,no,345.5,7,2024,3,13,14,33,1,nan,53,[np.float64(358.6743507712512); np.float64(19.485503172158154); np.float64(43094.65866110612)],-1.325649229,-1,53,nan,PKSF-9J,,,,,,,,,,,,,,,,,,,,,,,
PKSG,PKSG-1A,275,23.5,273.7,23.5,-1.3,0,PKSG-1A,1,mag compass orientation (IGRF corrected),0,275,23.5,0,0,no,nan,7,2024,3,19,15,54,1,nan,nan,[np.float64(358.6710548770688); np.float64(19.59784676441775); np.float64(43118.58791909444)],-1.328945123,insufficient data,273.7,nan,PKSG-1A,1,mag compass orientation (IGRF corrected),0,120,77,0,0,no,nan,7,2024,3,19,15,54,1,nan,nan,[np.float64(358.6710548770688); np.float64(19.59784676441775); np.float64(43118.58791909444)],-1.328945123,insufficient data,118.7,nan
PKSG,PKSG-1B,275,23.5,273.7,23.5,-1.3,0,PKSG-1B,1,mag compass orientation (IGRF corrected),0,275,23.5,0,0,no,nan,7,2024,3,19,15,54,1,nan,nan,[np.float64(358.6710548770688); np.float64(19.59784676441775); np.float64(43118.58791909444)],-1.328945123,insufficient data,273.7,nan,PKSG-1B,1,mag compass orientation (IGRF corrected),0,120,77,0,0,no,nan,7,2024,3,19,15,54,1,nan,nan,[np.float64(358.6710548770688); np.float64(19.59784676441775); np.float64(43118.58791909444)],-1.328945123,insufficient data,118.7,nan
PKSG,PKSG-1C,275,23.5,273.7,23.5,-1.3,0,PKSG-1C,1,mag compass orientation (IGRF corrected),0,275,23.5,0,0,no,nan,7,2024,3,19,15,54,1,nan,nan,[np.float64(358.6710548770688); np.float64(19.59784676441775); np.float64(43118.58791909444)],-1.328945123,insufficient data,273.7,nan,PKSG-1C,1,mag compass orientation (IGRF corrected),0,120,77,0,0,no,nan,7,2024,3,19,15,54,1,nan,nan,[np.float64(358.6710548770688); np.float64(19.59784676441775); np.float64(43118.58791909444)],-1.328945123,insufficient data,118.7,nan
PKSG,PKSG-1D,275,23.5,273.7,23.5,-1.3,0,PKSG-1D,1,mag compass orientation (IGRF corrected),0,275,23.5,0,0,no,nan,7,2024,3,19,15,54,1,nan,nan,[np.float64(358.6710548770688); np.float64(19.59784676441775); np.float64(43118.58791909444)],-1.328945123,insufficient data,273.7,nan,PKSG-1D,1,mag compass orientation (IGRF corrected),0,120,77,0,0,no,nan,7,2024,3,19,15,54,1,nan,nan,[np.float64(358.6710548770688); np.float64(19.59784676441775); np.float64(43118.58791909444)],-1.328945123,insufficient data,118.7,nan
PKSG,PKSG-1E,275,23.5,273.7,23.5,-1.3,0,PKSG-1E,1,mag compass orientation (IGRF corrected),0,275,23.5,0,0,no,nan,7,2024,3,19,15,54,1,nan,nan,[np.float64(358.6710548770688); np.float64(19.59784676441775); np.float64(43118.58791909444)],-1.328945123,insufficient data,273.7,nan,PKSG-1E,1,mag compass orientation (IGRF corrected),0,120,77,0,0,no,nan,7,2024,3,19,15,54,1,nan,nan,[np.float64(358.6710548770688); np.float64(19.59784676441775); np.float64(43118.58791909444)],-1.328945123,insufficient data,118.7,nan
PKSG,PKSG-1F,275,23.5,273.7,23.5,-1.3,0,PKSG-1F,1,mag compass orientation (IGRF corrected),0,275,23.5,0,0,no,nan,7,2024,3,19,15,54,1,nan,nan,[np.float64(358.6710548770688); np.float64(19.59784676441775); np.float64(43118.58791909444)],-1.328945123,insufficient data,273.7,nan,PKSG-1F,1,mag compass orientation (IGRF corrected),0,120,77,0,0,no,nan,7,2024,3,19,15,54,1,nan,nan,[np.float64(358.6710548770688); np.float64(19.59784676441775); np.float64(43118.58791909444)],-1.328945123,insufficient data,118.7,nan
PKSG,PKSG-1G,275,23.5,273.7,23.5,-1.3,0,PKSG-1G,1,mag compass orientation (IGRF corrected),0,275,23.5,0,0,no,nan,7,2024,3,19,15,54,1,nan,nan,[np.float64(358.6710548770688); np.float64(19.59784676441775); np.float64(43118.58791909444)],-1.328945123,insufficient data,273.7,nan,PKSG-1G,1,mag compass orientation (IGRF corrected),0,120,77,0,0,no,nan,7,2024,3,19,15,54,1,nan,nan,[np.float64(358.6710548770688); np.float64(19.59784676441775); np.float64(43118.58791909444)],-1.328945123,insufficient data,118.7,nan
PKSG,PKSG-2A,184.5,39,183.2,39,-1.3,0,PKSG-2A,2,mag compass orientation (IGRF corrected),0,184.5,39,0,0,no,nan,7,2024,3,19,16,4,1,nan,nan,[np.float64(358.67105376449797); np.float64(19.597849021260497); np.float64(43118.58888131364)],-1.328946236,insufficient data,183.2,nan,PKSG-2A,2,mag compass orientation (IGRF corrected),0,127,91,0,0,no,nan,7,2024,3,19,16,4,1,nan,nan,[np.float64(358.67105376449797); np.float64(19.597849021260497); np.float64(43118.58888131364)],-1.328946236,insufficient data,125.7,nan
PKSG,PKSG-2B,184.5,39,183.2,39,-1.3,0,PKSG-2B,2,mag compass orientation (IGRF corrected),0,184.5,39,0,0,no,nan,7,2024,3,19,16,4,1,nan,nan,[np.float64(358.67105376449797); np.float64(19.597849021260497); np.float64(43118.58888131364)],-1.328946236,insufficient data,183.2,nan,PKSG-2B,2,mag compass orientation (IGRF corrected),0,127,91,0,0,no,nan,7,2024,3,19,16,4,1,nan,nan,[np.float64(358.67105376449797); np.float64(19.597849021260497); np.float64(43118.58888131364)],-1.328946236,insufficient data,125.7,nan
PKSG,PKSG-2C,184.5,39,183.2,39,-1.3,0,PKSG-2C,2,mag compass orientation (IGRF corrected),0,184.5,39,0,0,no,nan,7,2024,3,19,16,4,1,nan,nan,[np.float64(358.67105376449797); np.float64(19.597849021260497); np.float64(43118.58888131364)],-1.328946236,insufficient data,183.2,nan,PKSG-2C,2,mag compass orientation (IGRF corrected),0,127,91,0,0,no,nan,7,2024,3,19,16,4,1,nan,nan,[np.float64(358.67105376449797); np.float64(19.597849021260497); np.float64(43118.58888131364)],-1.328946236,insufficient data,125.7,nan
PKSG,PKSG-2D,184.5,39,183.2,39,-1.3,0,PKSG-2D,2,mag compass orientation (IGRF corrected),0,184.5,39,0,0,no,nan,7,2024,3,19,16,4,1,nan,nan,[np.float64(358.67105376449797); np.float64(19.597849021260497); np.float64(43118.58888131364)],-1.328946236,insufficient data,183.2,nan,PKSG-2D,2,mag compass orientation (IGRF corrected),0,127,91,0,0,no,nan,7,2024,3,19,16,4,1,nan,nan,[np.float64(358.67105376449797); np.float64(19.597849021260497); np.float64(43118.58888131364)],-1.328946236,insufficient data,125.7,nan
PKSG,PKSG-2E,184.5,39,183.2,39,-1.3,0,PKSG-2E,2,mag compass orientation (IGRF corrected),0,184.5,39,0,0,no,nan,7,2024,3,19,16,4,1,nan,nan,[np.float64(358.67105376449797); np.float64(19.597849021260497); np.float64(43118.58888131364)],-1.328946236,insufficient data,183.2,nan,PKSG-2E,2,mag compass orientation (IGRF corrected),0,127,91,0,0,no,nan,7,2024,3,19,16,4,1,nan,nan,[np.float64(358.67105376449797); np.float64(19.597849021260497); np.float64(43118.58888131364)],-1.328946236,insufficient data,125.7,nan
PKSG,PKSG-2F,184.5,39,183.2,39,-1.3,0,PKSG-2F,2,mag compass orientation (IGRF corrected),0,184.5,39,0,0,no,nan,7,2024,3,19,16,4,1,nan,nan,[np.float64(358.67105376449797); np.float64(19.597849021260497); np.float64(43118.58888131364)],-1.328946236,insufficient data,183.2,nan,PKSG-2F,2,mag compass orientation (IGRF corrected),0,127,91,0,0,no,nan,7,2024,3,19,16,4,1,nan,nan,[np.float64(358.67105376449797); np.float64(19.597849021260497); np.float64(43118.58888131364)],-1.328946236,insufficient data,125.7,nan
PKSG,PKSG-2G,184.5,39,183.2,39,-1.3,0,PKSG-2G,2,mag compass orientation (IGRF corrected),0,184.5,39,0,0,no,nan,7,2024,3,19,16,4,1,nan,nan,[np.float64(358.67105376449797); np.float64(19.597849021260497); np.float64(43118.58888131364)],-1.328946236,insufficient data,183.2,nan,PKSG-2G,2,mag compass orientation (IGRF corrected),0,127,91,0,0,no,nan,7,2024,3,19,16,4,1,nan,nan,[np.float64(358.67105376449797); np.float64(19.597849021260497); np.float64(43118.58888131364)],-1.328946236,insufficient data,125.7,nan
PKSG,PKSG-2H,184.5,39,183.2,39,-1.3,0,PKSG-2H,2,mag compass orientation (IGRF corrected),0,184.5,39,0,0,no,nan,7,2024,3,19,16,4,1,nan,nan,[np.float64(358.67105376449797); np.float64(19.597849021260497); np.float64(43118.58888131364)],-1.328946236,insufficient data,183.2,nan,PKSG-2H,2,mag compass orientation (IGRF corrected),0,127,91,0,0,no,nan,7,2024,3,19,16,4,1,nan,nan,[np.float64(358.67105376449797); np.float64(19.597849021260497); np.float64(43118.58888131364)],-1.328946236,insufficient data,125.7,nan
PKSG,PKSG-3A,217,29,215.7,29,-1.3,0,PKSG-3A,3,mag compass orientation (IGRF corrected),0,217,29,0,0,no,nan,7,2024,3,19,16,14,1,nan,nan,[np.float64(358.6710526519272); np.float64(19.59785127810315); np.float64(43118.58984353288)],-1.328947348,insufficient data,215.7,nan,PKSG-3A,3,mag compass orientation (IGRF corrected),0,92,53,0,0,no,nan,7,2024,3,19,16,14,1,nan,nan,[np.float64(358.6710526519272); np.float64(19.59785127810315); np.float64(43118.58984353288)],-1.328947348,insufficient data,90.7,nan
PKSG,PKSG-3B,217,29,215.7,29,-1.3,0,PKSG-3B,3,mag compass orientation (IGRF corrected),0,217,29,0,0,no,nan,7,2024,3,19,16,14,1,nan,nan,[np.float64(358.6710526519272); np.float64(19.59785127810315); np.float64(43118.58984353288)],-1.328947348,insufficient data,215.7,nan,PKSG-3B,3,mag compass orientation (IGRF corrected),0,92,53,0,0,no,nan,7,2024,3,19,16,14,1,nan,nan,[np.float64(358.6710526519272); np.float64(19.59785127810315); np.float64(43118.58984353288)],-1.328947348,insufficient data,90.7,nan
PKSG,PKSG-3C,217,29,215.7,29,-1.3,0,PKSG-3C,3,mag compass orientation (IGRF corrected),0,217,29,0,0,no,nan,7,2024,3,19,16,14,1,nan,nan,[np.float64(358.6710526519272); np.float64(19.59785127810315); np.float64(43118.58984353288)],-1.328947348,insufficient data,215.7,nan,PKSG-3C,3,mag compass orientation (IGRF corrected),0,92,53,0,0,no,nan,7,2024,3,19,16,14,1,nan,nan,[np.float64(358.6710526519272); np.float64(19.59785127810315); np.float64(43118.58984353288)],-1.328947348,insufficient data,90.7,nan
PKSG,PKSG-3D,217,29,215.7,29,-1.3,0,PKSG-3D,3,mag compass orientation (IGRF corrected),0,217,29,0,0,no,nan,7,2024,3,19,16,14,1,nan,nan,[np.float64(358.6710526519272); np.float64(19.59785127810315); np.float64(43118.58984353288)],-1.328947348,insufficient data,215.7,nan,PKSG-3D,3,mag compass orientation (IGRF corrected),0,92,53,0,0,no,nan,7,2024,3,19,16,14,1,nan,nan,[np.float64(358.6710526519272); np.float64(19.59785127810315); np.float64(43118.58984353288)],-1.328947348,insufficient data,90.7,nan
PKSG,PKSG-3E,217,29,215.7,29,-1.3,0,PKSG-3E,3,mag compass orientation (IGRF corrected),0,217,29,0,0,no,nan,7,2024,3,19,16,14,1,nan,nan,[np.float64(358.6710526519272); np.float64(19.59785127810315); np.float64(43118.58984353288)],-1.328947348,insufficient data,215.7,nan,PKSG-3E,3,mag compass orientation (IGRF corrected),0,92,53,0,0,no,nan,7,2024,3,19,16,14,1,nan,nan,[np.float64(358.6710526519272); np.float64(19.59785127810315); np.float64(43118.58984353288)],-1.328947348,insufficient data,90.7,nan
PKSG,PKSG-4A,241,11,239.7,11,-1.3,0,PKSG-4A,4,mag compass orientation (IGRF corrected),0,241,11,0,0,no,nan,7,2024,3,19,16,22,1,nan,nan,[np.float64(358.67105176187056); np.float64(19.597853083577213); np.float64(43118.59061330837)],-1.328948238,insufficient data,239.7,nan,PKSG-4A,4,mag compass orientation (IGRF corrected),0,147,69,0,0,no,nan,7,2024,3,19,16,22,1,nan,nan,[np.float64(358.67105176187056); np.float64(19.597853083577213); np.float64(43118.59061330837)],-1.328948238,insufficient data,145.7,nan
PKSG,PKSG-4B,241,11,239.7,11,-1.3,0,PKSG-4B,4,mag compass orientation (IGRF corrected),0,241,11,0,0,no,nan,7,2024,3,19,16,22,1,nan,nan,[np.float64(358.67105176187056); np.float64(19.597853083577213); np.float64(43118.59061330837)],-1.328948238,insufficient data,239.7,nan,PKSG-4B,4,mag compass orientation (IGRF corrected),0,147,69,0,0,no,nan,7,2024,3,19,16,22,1,nan,nan,[np.float64(358.67105176187056); np.float64(19.597853083577213); np.float64(43118.59061330837)],-1.328948238,insufficient data,145.7,nan
PKSG,PKSG-4C,241,11,239.7,11,-1.3,0,PKSG-4C,4,mag compass orientation (IGRF corrected),0,241,11,0,0,no,nan,7,2024,3,19,16,22,1,nan,nan,[np.float64(358.67105176187056); np.float64(19.597853083577213); np.float64(43118.59061330837)],-1.328948238,insufficient data,239.7,nan,PKSG-4C,4,mag compass orientation (IGRF corrected),0,147,69,0,0,no,nan,7,2024,3,19,16,22,1,nan,nan,[np.float64(358.67105176187056); np.float64(19.597853083577213); np.float64(43118.59061330837)],-1.328948238,insufficient data,145.7,nan
PKSG,PKSG-4D,241,11,239.7,11,-1.3,0,PKSG-4D,4,mag compass orientation (IGRF corrected),0,241,11,0,0,no,nan,7,2024,3,19,16,22,1,nan,nan,[np.float64(358.67105176187056); np.float64(19.597853083577213); np.float64(43118.59061330837)],-1.328948238,insufficient data,239.7,nan,PKSG-4D,4,mag compass orientation (IGRF corrected),0,147,69,0,0,no,nan,7,2024,3,19,16,22,1,nan,nan,[np.float64(358.67105176187056); np.float64(19.597853083577213); np.float64(43118.59061330837)],-1.328948238,insufficient data,145.7,nan
PKSG,PKSG-4E,241,11,239.7,11,-1.3,0,PKSG-4E,4,mag compass orientation (IGRF corrected),0,241,11,0,0,no,nan,7,2024,3,19,16,22,1,nan,nan,[np.float64(358.67105176187056); np.float64(19.597853083577213); np.float64(43118.59061330837)],-1.328948238,insufficient data,239.7,nan,PKSG-4E,4,mag compass orientation (IGRF corrected),0,147,69,0,0,no,nan,7,2024,3,19,16,22,1,nan,nan,[np.float64(358.67105176187056); np.float64(19.597853083577213); np.float64(43118.59061330837)],-1.328948238,insufficient data,145.7,nan
PKSG,PKSG-4F,241,11,239.7,11,-1.3,0,PKSG-4F,4,mag compass orientation (IGRF corrected),0,241,11,0,0,no,nan,7,2024,3,19,16,22,1,nan,nan,[np.float64(358.67105176187056); np.float64(19.597853083577213); np.float64(43118.59061330837)],-1.328948238,insufficient data,239.7,nan,PKSG-4F,4,mag compass orientation (IGRF corrected),0,147,69,0,0,no,nan,7,2024,3,19,16,22,1,nan,nan,[np.float64(358.67105176187056); np.float64(19.597853083577213); np.float64(43118.59061330837)],-1.328948238,insufficient data,145.7,nan
PKSG,PKSG-4G,241,11,239.7,11,-1.3,0,PKSG-4G,4,mag compass orientation (IGRF corrected),0,241,11,0,0,no,nan,7,2024,3,19,16,22,1,nan,nan,[np.float64(358.67105176187056); np.float64(19.597853083577213); np.float64(43118.59061330837)],-1.328948238,insufficient data,239.7,nan,PKSG-4G,4,mag compass orientation (IGRF corrected),0,147,69,0,0,no,nan,7,2024,3,19,16,22,1,nan,nan,[np.float64(358.67105176187056); np.float64(19.597853083577213); np.float64(43118.59061330837)],-1.328948238,insufficient data,145.7,nan
PKSG,PKSG-5A,141,50,139.7,50,-1.3,0,PKSG-5A,5,mag compass orientation (IGRF corrected),0,141,50,0,0,no,nan,7,2024,3,19,16,27,1,nan,nan,[np.float64(358.6710512055852); np.float64(19.597854211998445); np.float64(43118.591094418065)],-1.328948794,insufficient data,139.7,nan,PKSG-5A,5,mag compass orientation (IGRF corrected),0,131,47,0,0,no,nan,7,2024,3,19,16,27,1,nan,nan,[np.float64(358.6710512055852); np.float64(19.597854211998445); np.float64(43118.591094418065)],-1.328948794,insufficient data,129.7,nan
PKSG,PKSG-5B,141,50,139.7,50,-1.3,0,PKSG-5B,5,mag compass orientation (IGRF corrected),0,141,50,0,0,no,nan,7,2024,3,19,16,27,1,nan,nan,[np.float64(358.6710512055852); np.float64(19.597854211998445); np.float64(43118.591094418065)],-1.328948794,insufficient data,139.7,nan,PKSG-5B,5,mag compass orientation (IGRF corrected),0,131,47,0,0,no,nan,7,2024,3,19,16,27,1,nan,nan,[np.float64(358.6710512055852); np.float64(19.597854211998445); np.float64(43118.591094418065)],-1.328948794,insufficient data,129.7,nan
PKSG,PKSG-5C,141,50,139.7,50,-1.3,0,PKSG-5C,5,mag compass orientation (IGRF corrected),0,141,50,0,0,no,nan,7,2024,3,19,16,27,1,nan,nan,[np.float64(358.6710512055852); np.float64(19.597854211998445); np.float64(43118.591094418065)],-1.328948794,insufficient data,139.7,nan,PKSG-5C,5,mag compass orientation (IGRF corrected),0,131,47,0,0,no,nan,7,2024,3,19,16,27,1,nan,nan,[np.float64(358.6710512055852); np.float64(19.597854211998445); np.float64(43118.591094418065)],-1.328948794,insufficient data,129.7,nan
PKSG,PKSG-5D,141,50,139.7,50,-1.3,0,PKSG-5D,5,mag compass orientation (IGRF corrected),0,141,50,0,0,no,nan,7,2024,3,19,16,27,1,nan,nan,[np.float64(358.6710512055852); np.float64(19.597854211998445); np.float64(43118.591094418065)],-1.328948794,insufficient data,139.7,nan,PKSG-5D,5,mag compass orientation (IGRF corrected),0,131,47,0,0,no,nan,7,2024,3,19,16,27,1,nan,nan,[np.float64(358.6710512055852); np.float64(19.597854211998445); np.float64(43118.591094418065)],-1.328948794,insufficient data,129.7,nan
PKSG,PKSG-5E,141,50,139.7,50,-1.3,0,PKSG-5E,5,mag compass orientation (IGRF corrected),0,141,50,0,0,no,nan,7,2024,3,19,16,27,1,nan,nan,[np.float64(358.6710512055852); np.float64(19.597854211998445); np.float64(43118.591094418065)],-1.328948794,insufficient data,139.7,nan,PKSG-5E,5,mag compass orientation (IGRF corrected),0,131,47,0,0,no,nan,7,2024,3,19,16,27,1,nan,nan,[np.float64(358.6710512055852); np.float64(19.597854211998445); np.float64(43118.591094418065)],-1.328948794,insufficient data,129.7,nan
PKSG,PKSG-6A,340,82,338.7,82,-1.3,0,PKSG-6A,6,mag compass orientation (IGRF corrected),0,340,82,0,0,no,nan,7,2024,3,19,16,39,1,nan,nan,[np.float64(358.6710498705002); np.float64(19.59785692020931); np.float64(43118.59224908141)],-1.328950129,insufficient data,338.7,nan,PKSG-6A,6,mag compass orientation (IGRF corrected),0,159,94,0,0,no,nan,7,2024,3,19,16,39,1,nan,nan,[np.float64(358.6710498705002); np.float64(19.59785692020931); np.float64(43118.59224908141)],-1.328950129,insufficient data,157.7,nan
PKSG,PKSG-6B,340,82,338.7,82,-1.3,0,PKSG-6B,6,mag compass orientation (IGRF corrected),0,340,82,0,0,no,nan,7,2024,3,19,16,39,1,nan,nan,[np.float64(358.6710498705002); np.float64(19.59785692020931); np.float64(43118.59224908141)],-1.328950129,insufficient data,338.7,nan,PKSG-6B,6,mag compass orientation (IGRF corrected),0,159,94,0,0,no,nan,7,2024,3,19,16,39,1,nan,nan,[np.float64(358.6710498705002); np.float64(19.59785692020931); np.float64(43118.59224908141)],-1.328950129,insufficient data,157.7,nan
PKSG,PKSG-6C,340,82,338.7,82,-1.3,0,PKSG-6C,6,mag compass orientation (IGRF corrected),0,340,82,0,0,no,nan,7,2024,3,19,16,39,1,nan,nan,[np.float64(358.6710498705002); np.float64(19.59785692020931); np.float64(43118.59224908141)],-1.328950129,insufficient data,338.7,nan,PKSG-6C,6,mag compass orientation (IGRF corrected),0,159,94,0,0,no,nan,7,2024,3,19,16,39,1,nan,nan,[np.float64(358.6710498705002); np.float64(19.59785692020931); np.float64(43118.59224908141)],-1.328950129,insufficient data,157.7,nan
PKSG,PKSG-7A,313,14,311.7,14,-1.3,0,PKSG-7A,7,mag compass orientation (IGRF corrected),0,313,14,0,0,no,nan,7,2024,3,19,16,37,1,nan,nan,[np.float64(358.6710500930144); np.float64(19.597856468840835); np.float64(43118.59205663753)],-1.328949907,insufficient data,311.7,nan,PKSG-7A,7,mag compass orientation (IGRF corrected),0,137,0,0,0,no,nan,7,2024,3,19,16,37,1,nan,nan,[np.float64(358.6710500930144); np.float64(19.597856468840835); np.float64(43118.59205663753)],-1.328949907,insufficient data,135.7,nan
PKSG,PKSG-7B,313,14,311.7,14,-1.3,0,PKSG-7B,7,mag compass orientation (IGRF corrected),0,313,14,0,0,no,nan,7,2024,3,19,16,37,1,nan,nan,[np.float64(358.6710500930144); np.float64(19.597856468840835); np.float64(43118.59205663753)],-1.328949907,insufficient data,311.7,nan,PKSG-7B,7,mag compass orientation (IGRF corrected),0,137,0,0,0,no,nan,7,2024,3,19,16,37,1,nan,nan,[np.float64(358.6710500930144); np.float64(19.597856468840835); np.float64(43118.59205663753)],-1.328949907,insufficient data,135.7,nan
PKSG,PKSG-7C,313,14,311.7,14,-1.3,0,PKSG-7C,7,mag compass orientation (IGRF corrected),0,313,14,0,0,no,nan,7,2024,3,19,16,37,1,nan,nan,[np.float64(358.6710500930144); np.float64(19.597856468840835); np.float64(43118.59205663753)],-1.328949907,insufficient data,311.7,nan,PKSG-7C,7,mag compass orientation (IGRF corrected),0,137,0,0,0,no,nan,7,2024,3,19,16,37,1,nan,nan,[np.float64(358.6710500930144); np.float64(19.597856468840835); np.float64(43118.59205663753)],-1.328949907,insufficient data,135.7,nan
PKSG,PKSG-7D,313,14,311.7,14,-1.3,0,PKSG-7D,7,mag compass orientation (IGRF corrected),0,313,14,0,0,no,nan,7,2024,3,19,16,37,1,nan,nan,[np.float64(358.6710500930144); np.float64(19.597856468840835); np.float64(43118.59205663753)],-1.328949907,insufficient data,311.7,nan,PKSG-7D,7,mag compass orientation (IGRF corrected),0,137,0,0,0,no,nan,7,2024,3,19,16,37,1,nan,nan,[np.float64(358.6710500930144); np.float64(19.597856468840835); np.float64(43118.59205663753)],-1.328949907,insufficient data,135.7,nan
PKSG,PKSG-8A,301,44,299.7,44,-1.3,0,PKSG-8A,8,mag compass orientation (IGRF corrected),0,301,44,0,0,no,nan,7,2024,3,19,16,45,1,nan,nan,[np.float64(358.67104920295776); np.float64(19.597858274314703); np.float64(43118.59282641314)],-1.328950797,insufficient data,299.7,nan,PKSG-8A,8,mag compass orientation (IGRF corrected),0,142,76,0,0,no,nan,7,2024,3,19,16,45,1,nan,nan,[np.float64(358.67104920295776); np.float64(19.597858274314703); np.float64(43118.59282641314)],-1.328950797,insufficient data,140.7,nan
PKSG,PKSG-8B,301,44,299.7,44,-1.3,0,PKSG-8B,8,mag compass orientation (IGRF corrected),0,301,44,0,0,no,nan,7,2024,3,19,16,45,1,nan,nan,[np.float64(358.67104920295776); np.float64(19.597858274314703); np.float64(43118.59282641314)],-1.328950797,insufficient data,299.7,nan,PKSG-8B,8,mag compass orientation (IGRF corrected),0,142,76,0,0,no,nan,7,2024,3,19,16,45,1,nan,nan,[np.float64(358.67104920295776); np.float64(19.597858274314703); np.float64(43118.59282641314)],-1.328950797,insufficient data,140.7,nan
PKSG,PKSG-8C,301,44,299.7,44,-1.3,0,PKSG-8C,8,mag compass orientation (IGRF corrected),0,301,44,0,0,no,nan,7,2024,3,19,16,45,1,nan,nan,[np.float64(358.67104920295776); np.float64(19.597858274314703); np.float64(43118.59282641314)],-1.328950797,insufficient data,299.7,nan,PKSG-8C,8,mag compass orientation (IGRF corrected),0,142,76,0,0,no,nan,7,2024,3,19,16,45,1,nan,nan,[np.float64(358.67104920295776); np.float64(19.597858274314703); np.float64(43118.59282641314)],-1.328950797,insufficient data,140.7,nan
PKSG,PKSG-8D,301,44,299.7,44,-1.3,0,PKSG-8D,8,mag compass orientation (IGRF corrected),0,301,44,0,0,no,nan,7,2024,3,19,16,45,1,nan,nan,[np.float64(358.67104920295776); np.float64(19.597858274314703); np.float64(43118.59282641314)],-1.328950797,insufficient data,299.7,nan,PKSG-8D,8,mag compass orientation (IGRF corrected),0,142,76,0,0,no,nan,7,2024,3,19,16,45,1,nan,nan,[np.float64(358.67104920295776); np.float64(19.597858274314703); np.float64(43118.59282641314)],-1.328950797,insufficient data,140.7,nan
PKSG,PKSG-8E,301,44,299.7,44,-1.3,0,PKSG-8E,8,mag compass orientation (IGRF corrected),0,301,44,0,0,no,nan,7,2024,3,19,16,45,1,nan,nan,[np.float64(358.67104920295776); np.float64(19.597858274314703); np.float64(43118.59282641314)],-1.328950797,insufficient data,299.7,nan,PKSG-8E,8,mag compass orientation (IGRF corrected),0,142,76,0,0,no,nan,7,2024,3,19,16,45,1,nan,nan,[np.float64(358.67104920295776); np.float64(19.597858274314703); np.float64(43118.59282641314)],-1.328950797,insufficient data,140.7,nan
PKSH,PKSH-1A,335.5,23,337.8,23,2.3,0,PKSH-1A,1,sun compass orientation,770,335.5,23,0,0,no,44,7,2024,3,14,9,45,1,nan,337.8,[np.float64(358.6722260281377); np.float64(19.586689420742957); np.float64(43115.7852919878)],-1.327773972,2.3,337.8,nan,PKSH-1A,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-1B,335.5,23,337.8,23,2.3,0,PKSH-1B,1,sun compass orientation,770,335.5,23,0,0,no,44,7,2024,3,14,9,45,1,nan,337.8,[np.float64(358.6722260281377); np.float64(19.586689420742957); np.float64(43115.7852919878)],-1.327773972,2.3,337.8,nan,PKSH-1B,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-1C,335.5,23,337.8,23,2.3,0,PKSH-1C,1,sun compass orientation,770,335.5,23,0,0,no,44,7,2024,3,14,9,45,1,nan,337.8,[np.float64(358.6722260281377); np.float64(19.586689420742957); np.float64(43115.7852919878)],-1.327773972,2.3,337.8,nan,PKSH-1C,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-1D,335.5,23,337.8,23,2.3,0,PKSH-1D,1,sun compass orientation,770,335.5,23,0,0,no,44,7,2024,3,14,9,45,1,nan,337.8,[np.float64(358.6722260281377); np.float64(19.586689420742957); np.float64(43115.7852919878)],-1.327773972,2.3,337.8,nan,PKSH-1D,,,,,,,,,,,,,,,,,,,,,,,
PKSH,PKSH-1E,335.5,23,337.8,23,2.3,0,PKSH-1E,1,sun compass orientation,770,335.5,23,0,0,no,44,7,2024,3,14,9,45,1,nan,337.8,[np.float64(358.6722260281377); np.float64(19.586689420742957); np.float64(43115.7852919878)],-1.327773972,2.3,337.8,nan,PKSH-1E,,,,,,,,,,,,,,,,,,,,,,,
